user_id,funnel_step,timestamp,step_order
user_0001,Landing Page Visit,2024-01-05 08:00:00,1
user_0001,Sign Up Form,2024-01-05 09:00:00,2
user_0001,Email Verification,2024-01-05 11:00:00,3
user_0001,Profile Setup,2024-01-05 14:00:00,4
user_0001,Tutorial Start,2024-01-05 19:00:00,5
user_0001,First Feature Use,2024-01-06 02:00:00,6
user_0001,Onboarding Complete,2024-01-06 09:00:00,7
user_0002,Landing Page Visit,2024-01-12 08:00:00,1
user_0002,Sign Up Form,2024-01-12 09:00:00,2
user_0002,Email Verification,2024-01-12 11:00:00,3
user_0002,Profile Setup,2024-01-12 14:00:00,4
user_0002,Tutorial Start,2024-01-12 19:00:00,5
user_0003,Landing Page Visit,2024-01-18 08:00:00,1
user_0003,Sign Up Form,2024-01-18 09:00:00,2
user_0003,Email Verification,2024-01-18 11:00:00,3
user_0003,Profile Setup,2024-01-18 14:00:00,4
user_0004,Landing Page Visit,2024-01-25 08:00:00,1
user_0004,Sign Up Form,2024-01-25 09:00:00,2
user_0004,Email Verification,2024-01-25 11:00:00,3
user_0005,Landing Page Visit,2024-01-08 08:00:00,1
user_0005,Sign Up Form,2024-01-08 09:00:00,2
user_0005,Email Verification,2024-01-08 11:00:00,3
user_0005,Profile Setup,2024-01-08 14:00:00,4
user_0005,Tutorial Start,2024-01-08 19:00:00,5
user_0005,First Feature Use,2024-01-09 02:00:00,6
user_0006,Landing Page Visit,2024-01-15 08:00:00,1
user_0006,Sign Up Form,2024-01-15 09:00:00,2
user_0006,Email Verification,2024-01-15 11:00:00,3
user_0006,Profile Setup,2024-01-15 14:00:00,4
user_0007,Landing Page Visit,2024-01-22 08:00:00,1
user_0007,Sign Up Form,2024-01-22 09:00:00,2
user_0008,Landing Page Visit,2024-01-29 08:00:00,1
user_0008,Sign Up Form,2024-01-29 09:00:00,2
user_0008,Email Verification,2024-01-29 11:00:00,3
user_0008,Profile Setup,2024-01-29 14:00:00,4
user_0008,Tutorial Start,2024-01-29 19:00:00,5
user_0008,First Feature Use,2024-01-30 02:00:00,6
user_0008,Onboarding Complete,2024-01-30 09:00:00,7
user_0009,Landing Page Visit,2024-01-11 08:00:00,1
user_0009,Sign Up Form,2024-01-11 09:00:00,2
user_0009,Email Verification,2024-01-11 11:00:00,3
user_0010,Landing Page Visit,2024-01-17 08:00:00,1
user_0010,Sign Up Form,2024-01-17 09:00:00,2
user_0010,Email Verification,2024-01-17 11:00:00,3
user_0010,Profile Setup,2024-01-17 14:00:00,4
user_0010,Tutorial Start,2024-01-17 19:00:00,5
user_0011,Landing Page Visit,2024-01-24 08:00:00,1
user_0011,Sign Up Form,2024-01-24 09:00:00,2
user_0012,Landing Page Visit,2024-01-31 08:00:00,1
user_0012,Sign Up Form,2024-01-31 09:00:00,2
user_0012,Email Verification,2024-01-31 11:00:00,3
user_0012,Profile Setup,2024-01-31 14:00:00,4
user_0013,Landing Page Visit,2024-01-06 08:00:00,1
user_0013,Sign Up Form,2024-01-06 09:00:00,2
user_0013,Email Verification,2024-01-06 11:00:00,3
user_0013,Profile Setup,2024-01-06 14:00:00,4
user_0013,Tutorial Start,2024-01-06 19:00:00,5
user_0013,First Feature Use,2024-01-07 02:00:00,6
user_0014,Landing Page Visit,2024-01-13 08:00:00,1
user_0014,Sign Up Form,2024-01-13 09:00:00,2
user_0015,Landing Page Visit,2024-01-20 08:00:00,1
user_0015,Sign Up Form,2024-01-20 09:00:00,2
user_0015,Email Verification,2024-01-20 11:00:00,3
user_0015,Profile Setup,2024-01-20 14:00:00,4
user_0015,Tutorial Start,2024-01-20 19:00:00,5
user_0015,First Feature Use,2024-01-21 02:00:00,6
user_0015,Onboarding Complete,2024-01-21 09:00:00,7
user_0016,Landing Page Visit,2024-01-27 08:00:00,1
user_0016,Sign Up Form,2024-01-27 09:00:00,2
user_0016,Email Verification,2024-01-27 11:00:00,3
user_0017,Landing Page Visit,2024-01-09 08:00:00,1
user_0017,Sign Up Form,2024-01-09 09:00:00,2
user_0017,Email Verification,2024-01-09 11:00:00,3
user_0017,Profile Setup,2024-01-09 14:00:00,4
user_0018,Landing Page Visit,2024-01-16 08:00:00,1
user_0018,Sign Up Form,2024-01-16 09:00:00,2
user_0019,Landing Page Visit,2024-01-23 08:00:00,1
user_0019,Sign Up Form,2024-01-23 09:00:00,2
user_0019,Email Verification,2024-01-23 11:00:00,3
user_0019,Profile Setup,2024-01-23 14:00:00,4
user_0019,Tutorial Start,2024-01-23 19:00:00,5
user_0020,Landing Page Visit,2024-01-30 08:00:00,1
user_0020,Sign Up Form,2024-01-30 09:00:00,2
user_0020,Email Verification,2024-01-30 11:00:00,3
user_0021,Landing Page Visit,2024-01-04 08:00:00,1
user_0021,Sign Up Form,2024-01-04 09:00:00,2
user_0021,Email Verification,2024-01-04 11:00:00,3
user_0021,Profile Setup,2024-01-04 14:00:00,4
user_0021,Tutorial Start,2024-01-04 19:00:00,5
user_0021,First Feature Use,2024-01-05 02:00:00,6
user_0022,Landing Page Visit,2024-01-11 08:00:00,1
user_0022,Sign Up Form,2024-01-11 09:00:00,2
user_0023,Landing Page Visit,2024-01-18 08:00:00,1
user_0023,Sign Up Form,2024-01-18 09:00:00,2
user_0023,Email Verification,2024-01-18 11:00:00,3
user_0023,Profile Setup,2024-01-18 14:00:00,4
user_0024,Landing Page Visit,2024-01-25 08:00:00,1
user_0024,Sign Up Form,2024-01-25 09:00:00,2
user_0024,Email Verification,2024-01-25 11:00:00,3
user_0025,Landing Page Visit,2024-01-07 08:00:00,1
user_0025,Sign Up Form,2024-01-07 09:00:00,2
user_0025,Email Verification,2024-01-07 11:00:00,3
user_0025,Profile Setup,2024-01-07 14:00:00,4
user_0025,Tutorial Start,2024-01-07 19:00:00,5
user_0026,Landing Page Visit,2024-01-14 08:00:00,1
user_0026,Sign Up Form,2024-01-14 09:00:00,2
user_0027,Landing Page Visit,2024-01-21 08:00:00,1
user_0027,Sign Up Form,2024-01-21 09:00:00,2
user_0027,Email Verification,2024-01-21 11:00:00,3
user_0027,Profile Setup,2024-01-21 14:00:00,4
user_0027,Tutorial Start,2024-01-21 19:00:00,5
user_0027,First Feature Use,2024-01-22 02:00:00,6
user_0027,Onboarding Complete,2024-01-22 09:00:00,7
user_0028,Landing Page Visit,2024-01-28 08:00:00,1
user_0028,Sign Up Form,2024-01-28 09:00:00,2
user_0028,Email Verification,2024-01-28 11:00:00,3
user_0029,Landing Page Visit,2024-01-10 08:00:00,1
user_0029,Sign Up Form,2024-01-10 09:00:00,2
user_0029,Email Verification,2024-01-10 11:00:00,3
user_0029,Profile Setup,2024-01-10 14:00:00,4
user_0030,Landing Page Visit,2024-01-17 08:00:00,1
user_0030,Sign Up Form,2024-01-17 09:00:00,2
user_0031,Landing Page Visit,2024-01-24 08:00:00,1
user_0031,Sign Up Form,2024-01-24 09:00:00,2
user_0031,Email Verification,2024-01-24 11:00:00,3
user_0031,Profile Setup,2024-01-24 14:00:00,4
user_0031,Tutorial Start,2024-01-24 19:00:00,5
user_0032,Landing Page Visit,2024-01-31 08:00:00,1
user_0032,Sign Up Form,2024-01-31 09:00:00,2
user_0032,Email Verification,2024-01-31 11:00:00,3
user_0033,Landing Page Visit,2024-01-03 08:00:00,1
user_0033,Sign Up Form,2024-01-03 09:00:00,2
user_0033,Email Verification,2024-01-03 11:00:00,3
user_0033,Profile Setup,2024-01-03 14:00:00,4
user_0033,Tutorial Start,2024-01-03 19:00:00,5
user_0033,First Feature Use,2024-01-04 02:00:00,6
user_0034,Landing Page Visit,2024-01-10 08:00:00,1
user_0034,Sign Up Form,2024-01-10 09:00:00,2
user_0035,Landing Page Visit,2024-01-17 08:00:00,1
user_0035,Sign Up Form,2024-01-17 09:00:00,2
user_0035,Email Verification,2024-01-17 11:00:00,3
user_0035,Profile Setup,2024-01-17 14:00:00,4
user_0036,Landing Page Visit,2024-01-24 08:00:00,1
user_0036,Sign Up Form,2024-01-24 09:00:00,2
user_0036,Email Verification,2024-01-24 11:00:00,3
user_0037,Landing Page Visit,2024-01-31 08:00:00,1
user_0037,Sign Up Form,2024-01-31 09:00:00,2
user_0037,Email Verification,2024-01-31 11:00:00,3
user_0037,Profile Setup,2024-01-31 14:00:00,4
user_0037,Tutorial Start,2024-01-31 19:00:00,5
user_0038,Landing Page Visit,2024-01-06 08:00:00,1
user_0038,Sign Up Form,2024-01-06 09:00:00,2
user_0039,Landing Page Visit,2024-01-13 08:00:00,1
user_0039,Sign Up Form,2024-01-13 09:00:00,2
user_0039,Email Verification,2024-01-13 11:00:00,3
user_0039,Profile Setup,2024-01-13 14:00:00,4
user_0039,Tutorial Start,2024-01-13 19:00:00,5
user_0039,First Feature Use,2024-01-14 02:00:00,6
user_0039,Onboarding Complete,2024-01-14 09:00:00,7
user_0040,Landing Page Visit,2024-01-20 08:00:00,1
user_0040,Sign Up Form,2024-01-20 09:00:00,2
user_0040,Email Verification,2024-01-20 11:00:00,3
user_0041,Landing Page Visit,2024-01-27 08:00:00,1
user_0041,Sign Up Form,2024-01-27 09:00:00,2
user_0041,Email Verification,2024-01-27 11:00:00,3
user_0041,Profile Setup,2024-01-27 14:00:00,4
user_0042,Landing Page Visit,2024-01-02 08:00:00,1
user_0042,Sign Up Form,2024-01-02 09:00:00,2
user_0043,Landing Page Visit,2024-01-09 08:00:00,1
user_0043,Sign Up Form,2024-01-09 09:00:00,2
user_0043,Email Verification,2024-01-09 11:00:00,3
user_0043,Profile Setup,2024-01-09 14:00:00,4
user_0043,Tutorial Start,2024-01-09 19:00:00,5
user_0044,Landing Page Visit,2024-01-16 08:00:00,1
user_0044,Sign Up Form,2024-01-16 09:00:00,2
user_0044,Email Verification,2024-01-16 11:00:00,3
user_0045,Landing Page Visit,2024-01-23 08:00:00,1
user_0045,Sign Up Form,2024-01-23 09:00:00,2
user_0045,Email Verification,2024-01-23 11:00:00,3
user_0045,Profile Setup,2024-01-23 14:00:00,4
user_0045,Tutorial Start,2024-01-23 19:00:00,5
user_0045,First Feature Use,2024-01-24 02:00:00,6
